Unnamed: 0,movie,year,imdb,metascore,votes
568,The Watch,2012,5.7,36.0,"126,306"
569,Safety Not Guaranteed,2012,6.9,72.0,"125,076"
570,Contraband,2012,6.4,51.0,"121,500"
571,Premium Rush,2012,6.5,66.0,"113,308"
572,Seeking a Friend for the End of the World,2012,6.7,59.0,"113,131"
573,Safe,2012,6.5,55.0,"109,445"
574,The Lorax,2012,6.4,46.0,"109,261"
575,Get the Gringo,2012,6.9,60.0,"107,279"
576,The Lucky One,2012,6.5,39.0,"107,192"
577,Frankenweenie,2012,6.9,74.0,"105,294"
578,Journey 2: The Mysterious Island,2012,5.7,41.0,"102,477"
579,ParaNorman,2012,7.0,72.0,"100,719"
580,Ruby Sparks,2012,7.2,67.0,"99,911"
581,Amour,2012,7.9,94.0,"98,771"
582,Anna Karenina,2012,6.6,63.0,"98,522"
583,That's My Boy,2012,5.5,31.0,"98,367"
584,The Five-Year Engagement,2012,6.2,62.0,"98,098"
585,Lockout,2012,6.1,48.0,"97,819"
587,Gangs of Wasseypur,2012,8.2,89.0,"93,398"
588,Here Comes the Boom,2012,6.4,40.0,"90,625"
589,To Rome with Love,2012,6.3,54.0,"87,493"
590,Stuck in Love,2012,7.2,49.0,"87,291"
591,Mirror Mirror,2012,5.6,46.0,"87,273"
592,The Raven,2012,6.4,44.0,"84,694"
593,Beasts of the Southern Wild,2012,7.2,86.0,"82,977"
594,Frances Ha,2012,7.4,82.0,"81,529"
596,The Words,2012,7.0,37.0,"77,601"
597,Rock of Ages,2012,5.9,47.0,"76,981"
598,Red Dawn,2012,5.3,31.0,"76,500"
599,House at the End of the Street,2012,5.5,31.0,"76,497"
600,Wanderlust,2012,5.6,53.0,"76,101"
601,Hitchcock,2012,6.8,55.0,"75,448"
602,Disconnect,2012,7.5,64.0,"75,203"
603,The Iceman,2012,6.8,60.0,"74,262"
604,What to Expect When You're Expecting,2012,5.7,41.0,"72,405"
605,Upside Down,2012,6.3,45.0,"71,509"
606,The First Time,2012,6.8,55.0,"70,237"
607,Act of Valor,2012,6.5,40.0,"68,747"
608,De rouille et d'os,2012,7.5,73.0,"67,089"
610,Paranormal Activity 4,2012,4.6,40.0,"65,683"
612,Robot & Frank,2012,7.1,67.0,"63,770"
613,Trouble with the Curve,2012,6.8,58.0,"63,483"
614,Silent Hill: Revelation,2012,4.9,16.0,"62,963"
615,The Man with the Iron Fists,2012,5.4,51.0,"62,292"
617,V/H/S,2012,5.8,55.0,"61,408"
618,Red Lights,2012,6.2,36.0,"61,063"
619,The Possession,2012,5.9,45.0,"59,696"
622,Step Up Revolution,2012,6.4,43.0,"55,863"
624,Stand Up Guys,2012,6.5,41.0,"55,212"
626,Arbitrage,2012,6.6,73.0,"52,000"
627,Bullet to the Head,2012,5.7,48.0,"49,686"
628,The Collection,2012,6.1,38.0,"49,023"
629,Kon-Tiki,2012,7.2,62.0,"48,612"
630,The Pirates! In an Adventure with Scientists!,2012,6.7,73.0,"47,701"
631,En kongelig affære,2012,7.5,73.0,"47,070"
632,Bachelorette,2012,5.3,53.0,"46,911"
633,Cosmopolis,2012,5.1,58.0,"46,896"
634,Think Like a Man,2012,6.5,51.0,"46,764"
635,The Odd Life of Timothy Green,2012,6.6,47.0,"46,676"
636,Holy Motors,2012,7.0,84.0,"45,566"
637,Stolen,2012,5.5,43.0,"44,795"
638,Gone,2012,5.9,36.0,"44,006"
639,Ôkami kodomo no Ame to Yuki,2012,8.1,71.0,"43,631"
640,Byzantium,2012,6.5,66.0,"43,391"
641,People Like Us,2012,7.0,49.0,"42,865"
643,The Sessions,2012,7.2,79.0,"42,517"
644,Hope Springs,2012,6.3,65.0,"42,464"
645,A Thousand Words,2012,5.9,26.0,"42,351"
646,One for the Money,2012,5.3,22.0,"42,248"
647,Piranha 3DD,2012,3.8,24.0,"42,126"
648,Talaash,2012,7.3,65.0,"41,832"
649,On the Road,2012,6.0,56.0,"41,507"
650,The Broken Circle Breakdown,2012,7.7,70.0,"40,915"
651,Would You Rather,2012,5.7,20.0,"40,820"
652,The Tall Man,2012,5.9,52.0,"40,724"
653,Deadfall,2012,6.2,52.0,"39,298"
654,John Dies at the End,2012,6.3,53.0,"38,046"
655,Promised Land,2012,6.6,55.0,"37,914"
656,Liberal Arts,2012,6.7,55.0,"37,714"
657,The Paperboy,2012,5.7,45.0,"37,514"
658,The Cold Light of Day,2012,4.9,22.0,"37,261"
659,Maniac,2012,6.1,47.0,"37,220"
660,The Guilt Trip,2012,5.8,50.0,"37,071"
661,Hit and Run,2012,6.1,50.0,"35,982"
662,The Devil Inside,2012,4.2,18.0,"35,875"
665,Red Tails,2012,5.9,46.0,"35,335"
666,[Rec]³: Génesis,2012,5.0,45.0,"35,071"
668,Compliance,2012,6.4,68.0,"34,074"
670,Alex Cross,2012,5.1,30.0,"33,871"
672,The Company You Keep,2012,6.4,57.0,"33,108"
673,Chasing Mavericks,2012,7.1,45.0,"32,557"
674,Dans la maison,2012,7.4,72.0,"31,946"
675,The Three Stooges,2012,5.1,56.0,"31,469"
676,Celeste & Jesse Forever,2012,6.6,59.0,"31,294"
677,Erased,2012,6.0,34.0,"30,890"
678,Playing for Keeps,2012,5.7,27.0,"30,082"
679,The Lords of Salem,2012,5.1,57.0,"29,784"
680,To the Wonder,2012,5.8,58.0,"28,721"
681,Sightseers,2012,6.5,69.0,"28,423"
682,Thanks for Sharing,2012,6.4,54.0,"28,126"
683,What Maisie Knew,2012,7.4,74.0,"27,664"
684,The Bay,2012,5.7,65.0,"27,200"
686,Parental Guidance,2012,6.0,36.0,"25,802"
688,Escape from Planet Earth,2012,5.9,35.0,"25,604"
689,American Mary,2012,6.2,46.0,"25,401"
690,Diary of a Wimpy Kid: Dog Days,2012,6.3,54.0,"25,326"
691,The Angels' Share,2012,7.0,66.0,"25,265"
692,No,2012,7.4,81.0,"24,805"
695,The Pact,2012,5.7,54.0,"24,347"
697,ATM,2012,4.7,34.0,"23,740"
699,Passion,2012,5.3,53.0,"22,922"
700,Sap ji sang ciu,2012,6.0,29.0,"22,776"
706,Casa de mi Padre,2012,5.5,52.0,"20,933"
707,No One Lives,2012,6.0,26.0,"20,924"
710,Laurence Anyways,2012,7.6,73.0,"20,240"
712,Ernest et Célestine,2012,7.8,86.0,"20,216"
713,Universal Soldier: Day of Reckoning,2012,5.1,58.0,"20,208"
714,Wadjda,2012,7.5,81.0,"20,199"
715,Quartet,2012,6.8,64.0,"20,145"
716,The Apparition,2012,4.1,18.0,"19,840"
717,The Sweeney,2012,6.1,48.0,"19,575"
718,Big Miracle,2012,6.5,61.0,"19,562"
719,Cockneys vs Zombies,2012,5.9,52.0,"19,299"
720,The ABCs of Death,2012,4.7,43.0,"19,108"
722,The Magic of Belle Isle,2012,7.0,46.0,"18,852"
723,Bel Ami,2012,5.4,42.0,"18,532"
725,Grabbers,2012,6.3,62.0,"18,252"
729,Being Flynn,2012,6.4,53.0,"17,213"
730,Comme un chef,2012,6.6,43.0,"17,081"
731,Smashed,2012,6.7,71.0,"16,966"
732,Resolution,2012,6.3,80.0,"16,777"
733,Much Ado About Nothing,2012,7.1,78.0,"16,626"
734,Kapringen,2012,7.1,82.0,"16,601"
735,Venuto al mondo,2012,7.3,34.0,"16,583"
737,Le prénom,2012,7.3,66.0,"16,428"
738,"For a Good Time, Call...",2012,6.0,55.0,"16,351"
739,Oh Boy,2012,7.3,63.0,"16,282"
740,The Brass Teapot,2012,6.4,43.0,"15,763"
741,Berberian Sound Studio,2012,6.2,80.0,"15,749"
742,Girl Most Likely,2012,5.7,38.0,"15,336"
743,The Oogieloves in the Big Balloon Adventure,2012,2.0,32.0,"15,311"
745,Lore,2012,7.1,76.0,"15,122"
748,The Baytown Outlaws,2012,6.3,33.0,"14,849"
749,Struck by Lightning,2012,6.2,41.0,"14,814"
750,The Wolf of Wall Street,2013,8.2,75.0,"1,332,286"
751,Iron Man Three,2013,7.2,62.0,"821,220"
752,Gravity,2013,7.7,96.0,"809,635"
753,Man of Steel,2013,7.1,55.0,"750,559"
754,12 Years a Slave,2013,8.1,96.0,"683,427"
755,Prisoners,2013,8.1,70.0,"674,780"
756,Thor: The Dark World,2013,6.8,54.0,"654,445"
757,The Hunger Games: Catching Fire,2013,7.5,76.0,"649,114"
758,World War Z,2013,7.0,63.0,"645,492"
759,The Hobbit: The Desolation of Smaug,2013,7.8,66.0,"640,628"
760,Now You See Me,2013,7.2,50.0,"639,939"
761,Frozen,2013,7.5,75.0,"609,106"
762,Her,2013,8.0,91.0,"589,190"
763,The Great Gatsby,2013,7.2,55.0,"524,459"
764,Oblivion,2013,7.0,54.0,"512,138"
765,Pacific Rim,2013,6.9,65.0,"491,110"
766,The Conjuring,2013,7.5,68.0,"489,269"
767,Star Trek Into Darkness,2013,7.7,72.0,"478,440"
768,Dallas Buyers Club,2013,8.0,79.0,"475,755"
769,American Hustle,2013,7.3,90.0,"471,367"
770,Rush,2013,8.1,74.0,"466,574"
771,The Wolverine,2013,6.7,61.0,"455,381"
772,Captain Phillips,2013,7.8,82.0,"449,216"
773,Elysium,2013,6.6,61.0,"439,900"
774,We're the Millers,2013,7.0,44.0,"436,742"
775,This Is the End,2013,6.6,67.0,"404,040"
776,Despicable Me 2,2013,7.3,62.0,"390,340"
777,Furious 6,2013,7.1,61.0,"388,413"
778,Snowpiercer,2013,7.1,84.0,"352,019"
779,Monsters University,2013,7.3,65.0,"348,832"
780,About Time,2013,7.8,55.0,"335,477"
781,The Secret Life of Walter Mitty,2013,7.3,54.0,"310,646"
782,The Hangover Part III,2013,5.8,30.0,"309,453"
783,Lone Survivor,2013,7.5,60.0,"281,866"
784,The World's End,2013,7.0,81.0,"275,851"
785,Olympus Has Fallen,2013,6.5,41.0,"271,648"
786,Kick-Ass 2,2013,6.5,41.0,"267,945"
787,Escape Plan,2013,6.7,49.0,"239,415"
788,Don Jon,2013,6.6,66.0,"237,536"
789,Ender's Game,2013,6.6,51.0,"236,681"
790,The Lone Ranger,2013,6.4,37.0,"230,876"
791,Warm Bodies,2013,6.9,60.0,"228,926"
792,The Purge,2013,5.7,41.0,"218,717"
793,White House Down,2013,6.3,52.0,"218,162"
794,Pain & Gain,2013,6.4,45.0,"213,636"
795,Gangster Squad,2013,6.7,40.0,"213,454"
796,The Croods,2013,7.2,55.0,"209,590"
797,2 Guns,2013,6.7,55.0,"208,656"
798,Oz the Great and Powerful,2013,6.3,44.0,"205,873"
799,A Good Day to Die Hard,2013,5.2,28.0,"205,528"
800,Hansel & Gretel: Witch Hunters,2013,6.1,23.0,"204,058"
801,The Internship,2013,6.3,42.0,"201,683"
802,Blue Jasmine,2013,7.3,78.0,"200,437"
803,After Earth,2013,4.8,33.0,"199,393"
804,Enemy,2013,6.9,61.0,"187,448"
805,Side Effects,2013,7.1,75.0,"187,011"
806,G.I. Joe: Retaliation,2013,5.8,41.0,"180,277"
807,Anchorman 2: The Legend Continues,2013,6.3,61.0,"178,571"
808,Mama,2013,6.2,57.0,"178,169"
809,The Heat,2013,6.6,60.0,"169,953"
810,RED 2,2013,6.6,47.0,"168,932"
811,Evil Dead,2013,6.5,57.0,"167,323"
812,Insidious: Chapter 2,2013,6.6,40.0,"167,019"
813,Riddick,2013,6.4,49.0,"163,627"
814,Saving Mr. Banks,2013,7.5,65.0,"159,807"
815,47 Ronin,2013,6.2,28.0,"157,725"
816,Begin Again,2013,7.4,62.0,"153,649"
817,Before Midnight,2013,7.9,94.0,"153,512"
818,The Spectacular Now,2013,7.1,82.0,"151,095"
819,Inside Llewyn Davis,2013,7.4,93.0,"151,074"
820,Grown Ups 2,2013,5.3,19.0,"151,038"
821,La vie d'Adèle,2013,7.7,89.0,"148,822"
822,The Way Way Back,2013,7.4,68.0,"147,785"
823,Locke,2013,7.1,81.0,"147,054"
824,Under the Skin,2013,6.3,80.0,"139,608"
825,Carrie,2013,5.9,53.0,"138,811"
826,The Last Stand,2013,6.3,54.0,"138,038"
827,Jack the Giant Slayer,2013,6.3,51.0,"137,120"
828,The Book Thief,2013,7.5,53.0,"133,723"
829,Identity Thief,2013,5.7,35.0,"131,954"
830,The Mortal Instruments: City of Bones,2013,5.9,33.0,"131,931"
831,Last Vegas,2013,6.6,48.0,"131,901"
832,R.I.P.D.,2013,5.6,25.0,"130,283"
833,Oculus,2013,6.5,61.0,"126,043"
834,Coherence,2013,7.2,65.0,"123,116"
835,Nymphomaniac: Vol. I,2013,6.9,64.0,"122,398"
836,Parker,2013,6.2,42.0,"121,542"
837,The Call,2013,6.7,51.0,"119,635"
838,Homefront,2013,6.5,40.0,"118,375"
839,Nebraska,2013,7.7,87.0,"117,001"
840,La migliore offerta,2013,7.8,49.0,"116,722"
841,Percy Jackson: Sea of Monsters,2013,5.8,39.0,"116,546"
842,The Family,2013,6.3,42.0,"115,643"
843,Out of the Furnace,2013,6.8,63.0,"114,257"
844,The Host,2013,5.8,35.0,"114,189"
845,The Butler,2013,7.2,65.0,"113,869"
846,Trance,2013,6.9,61.0,"113,343"
847,Only God Forgives,2013,5.7,37.0,"111,639"
848,Safe Haven,2013,6.7,34.0,"109,781"
849,Stoker,2013,6.8,58.0,"107,761"
850,Filth,2013,7.0,56.0,"107,503"
851,Movie 43,2013,4.3,18.0,"104,584"
852,Epic,2013,6.6,52.0,"104,328"
853,The Counselor,2013,5.4,48.0,"100,292"
854,Cloudy with a Chance of Meatballs 2,2013,6.4,59.0,"100,104"
855,Philomena,2013,7.6,77.0,"99,072"
856,Only Lovers Left Alive,2013,7.2,79.0,"98,881"
857,Jobs,2013,6.0,44.0,"97,500"
858,Turbo,2013,6.4,58.0,"94,230"
859,Bad Grandpa,2013,6.5,54.0,"94,025"
860,42,2013,7.5,62.0,"93,012"
861,Nymphomaniac: Vol. II,2013,6.6,60.0,"91,228"
862,August: Osage County,2013,7.2,58.0,"89,401"
863,La grande bellezza,2013,7.7,86.0,"88,868"
864,Snitch,2013,6.4,51.0,"87,548"
865,Beautiful Creatures,2013,6.1,52.0,"87,180"
866,The Bling Ring,2013,5.6,66.0,"87,179"
867,Short Term 12,2013,7.9,82.0,"86,786"
868,Kaze tachinu,2013,7.8,83.0,"82,736"
869,Horns,2013,6.5,46.0,"82,612"
870,The Kings of Summer,2013,7.1,61.0,"80,835"
871,Fruitvale Station,2013,7.5,85.0,"80,377"
872,All Is Lost,2013,6.9,87.0,"79,925"
873,Broken City,2013,6.1,49.0,"79,659"
874,Delivery Man,2013,6.3,44.0,"78,326"
875,Machete Kills,2013,5.6,41.0,"78,044"
876,The F Word,2013,6.8,59.0,"76,536"
877,Dark Skies,2013,6.3,50.0,"75,006"
878,Oldboy,2013,5.7,49.0,"74,808"
879,21 & Over,2013,5.8,34.0,"74,151"
880,The Incredible Burt Wonderstone,2013,5.9,44.0,"73,120"
881,Blue Ruin,2013,7.1,78.0,"72,646"
882,Hummingbird,2013,6.2,43.0,"71,365"
883,Europa Report,2013,6.4,68.0,"70,606"
884,Scary Movie 5,2013,3.5,11.0,"70,565"
885,Dead Man Down,2013,6.5,39.0,"67,530"
888,Runner Runner,2013,5.6,36.0,"63,126"
889,The Frozen Ground,2013,6.4,37.0,"62,352"
890,Enough Said,2013,7.0,78.0,"62,342"
891,Grudge Match,2013,6.4,35.0,"60,127"
892,Drinking Buddies,2013,6.1,71.0,"58,108"
893,Ida,2013,7.4,91.0,"56,954"
895,The Lunchbox,2013,7.8,76.0,"55,058"
896,Chennai Express,2013,6.2,45.0,"53,196"
897,Odd Thomas,2013,6.8,45.0,"52,244"
899,The East,2013,6.8,68.0,"50,228"
900,The Double,2013,6.5,68.0,"49,919"
901,Bad Words,2013,6.6,57.0,"49,852"
902,The Big Wedding,2013,5.6,28.0,"49,476"
903,Le passé,2013,7.7,85.0,"48,390"
904,Joe,2013,6.9,74.0,"48,098"
905,The Zero Theorem,2013,6.0,50.0,"47,269"
906,A Haunted House,2013,5.0,20.0,"46,333"
907,Starred Up,2013,7.3,81.0,"45,855"
908,Mandariinid,2013,8.1,73.0,"45,595"
909,Dhoom:3,2013,5.5,61.0,"45,431"
910,Labor Day,2013,6.9,52.0,"45,393"
911,The Colony,2013,5.3,28.0,"45,158"
912,Kaguya-hime no monogatari,2013,8.0,89.0,"44,835"
913,Planes,2013,5.7,39.0,"44,668"
914,The Green Inferno,2013,5.3,38.0,"43,323"
919,The Smurfs 2,2013,5.3,34.0,"41,393"
920,The Fifth Estate,2013,6.2,49.0,"40,779"
921,Lovelace,2013,6.2,51.0,"40,484"
922,Hundraåringen som klev ut genom fönstret och försvann,2013,7.1,58.0,"40,229"
925,The Railway Man,2013,7.1,59.0,"39,813"
926,V/H/S/2,2013,6.0,49.0,"39,232"
927,The To Do List,2013,5.8,61.0,"39,204"
929,Curse of Chucky,2013,5.6,58.0,"38,506"
930,Man of Tai Chi,2013,6.0,52.0,"38,378"
931,Kill Your Darlings,2013,6.4,65.0,"37,769"
932,Killing Season,2013,5.4,25.0,"37,249"
933,I Give It a Year,2013,5.7,50.0,"37,112"
934,The Last Days on Mars,2013,5.5,46.0,"36,884"
935,Paranoia,2013,5.6,32.0,"36,848"
936,Kai po che!,2013,7.9,40.0,"36,462"
937,Jeune et jolie,2013,6.7,63.0,"34,680"
938,Admission,2013,5.7,48.0,"34,671"
939,Adoration,2013,6.2,37.0,"34,157"
940,Yi dai zong shi,2013,6.5,73.0,"33,880"
941,Upstream Color,2013,6.5,81.0,"33,265"
942,Welcome to the Punch,2013,6.1,49.0,"33,219"
944,In a World...,2013,6.7,79.0,"31,923"
945,The Immigrant,2013,6.6,77.0,"31,637"
946,Alan Partridge: Alpha Papa,2013,6.9,66.0,"31,322"
947,The Machine,2013,6.0,52.0,"31,101"
948,No se aceptan devoluciones,2013,7.5,55.0,"30,618"
949,Belle,2013,7.3,64.0,"30,168"
950,How I Live Now,2013,6.4,57.0,"30,094"
951,Open Grave,2013,6.2,33.0,"29,748"
953,Kvinden i buret,2013,7.2,62.0,"29,504"
954,Hours,2013,6.4,55.0,"29,450"
955,Tracks,2013,7.1,78.0,"29,436"
958,Palo Alto,2013,6.2,69.0,"29,032"
960,The Necessary Death of Charlie Countryman,2013,6.4,31.0,"28,382"
961,Puzzle,2013,6.3,38.0,"28,001"
962,Mandela: Long Walk to Freedom,2013,7.1,60.0,"27,723"
964,Dom Hemingway,2013,6.1,55.0,"26,590"
965,The Dyatlov Pass Incident,2013,5.7,49.0,"24,924"
966,The Art of the Steal,2013,6.3,53.0,"24,468"
967,Fading Gigolo,2013,6.2,58.0,"24,396"
969,Soshite chichi ni naru,2013,7.8,73.0,"24,358"
970,Getaway,2013,4.4,22.0,"24,152"
971,Free Birds,2013,5.8,38.0,"23,961"
972,Los amantes pasajeros,2013,5.6,55.0,"23,501"
973,Afflicted,2013,6.2,56.0,"23,441"
974,Anna,2013,6.4,42.0,"23,410"
975,Sinsegye,2013,7.6,58.0,"23,006"
977,Closed Circuit,2013,6.2,50.0,"22,439"
979,After the Dark,2013,5.7,37.0,"22,239"
981,Ain't Them Bodies Saints,2013,6.4,74.0,"21,760"
983,Devil's Knot,2013,6.1,42.0,"21,673"
985,We Are What We Are,2013,5.9,71.0,"21,008"
986,Bailout: The Age of Greed,2013,6.0,24.0,"20,902"
987,Austenland,2013,6.3,42.0,"20,566"
988,Knights of Badassdom,2013,5.6,56.0,"20,430"
992,Diana,2013,5.5,35.0,"20,029"
993,The Numbers Station,2013,5.6,39.0,"20,008"
994,Blood Ties,2013,6.5,45.0,"20,002"
995,Prince Avalanche,2013,6.3,73.0,"19,923"
997,Wolf Creek 2,2013,6.1,44.0,"19,805"
999,Night Train to Lisbon,2013,6.8,30.0,"19,384"
1000,Interstellar,2014,8.7,74.0,"1,716,899"
1001,Guardians of the Galaxy,2014,8.1,76.0,"1,134,084"
1002,Gone Girl,2014,8.1,79.0,"946,408"
1003,Captain America: The Winter Soldier,2014,7.8,70.0,"811,545"
1004,Whiplash,2014,8.5,88.0,"802,773"
1005,The Grand Budapest Hotel,2014,8.1,88.0,"777,078"
1006,The Imitation Game,2014,8.0,71.0,"744,831"
1007,X-Men: Days of Future Past,2014,8.0,75.0,"695,538"
1008,Edge of Tomorrow,2014,7.9,71.0,"653,197"
1009,Kingsman: The Secret Service,2014,7.7,60.0,"649,561"
1010,Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,87.0,"615,987"
1011,John Wick,2014,7.4,68.0,"603,030"
1012,Ex Machina,2014,7.7,78.0,"523,031"
1013,Nightcrawler,2014,7.9,76.0,"519,770"
1014,The Hobbit: The Battle of the Five Armies,2014,7.4,59.0,"511,859"
1015,Lucy,2014,6.4,61.0,"482,011"
1016,The Amazing Spider-Man 2,2014,6.6,53.0,"480,542"
1017,American Sniper,2014,7.3,72.0,"472,521"
1018,Fury,2014,7.6,64.0,"470,108"
1019,The Maze Runner,2014,6.8,57.0,"451,767"
1020,Divergent,2014,6.7,48.0,"450,163"
1021,Big Hero 6,2014,7.8,74.0,"445,789"
1022,The Hunger Games: Mockingjay - Part 1,2014,6.6,64.0,"443,497"
1023,The Theory of Everything,2014,7.7,71.0,"438,625"
1024,Dawn of the Planet of the Apes,2014,7.6,79.0,"432,424"
1025,Godzilla,2014,6.4,62.0,"406,179"
1026,22 Jump Street,2014,7.0,71.0,"368,310"
1027,The Fault in Our Stars,2014,7.7,69.0,"367,635"
1028,Maleficent,2014,7.0,56.0,"367,297"
1029,The Equalizer,2014,7.2,57.0,"361,692"
1030,Boyhood,2014,7.9,100.0,"349,901"
1031,The Lego Movie,2014,7.7,83.0,"344,690"
1032,How to Train Your Dragon 2,2014,7.8,77.0,"326,117"
1033,The Interview,2014,6.5,52.0,"324,629"
1034,Transformers: Age of Extinction,2014,5.6,32.0,"309,797"
1035,Neighbors,2014,6.3,68.0,"305,035"
1036,300: Rise of an Empire,2014,6.2,48.0,"296,499"
1037,Predestination,2014,7.5,69.0,"275,408"
1038,Non-Stop,2014,6.9,56.0,"261,311"
1039,Noah,2014,5.8,68.0,"252,420"
1040,It Follows,2014,6.8,83.0,"231,769"
1041,Transcendence,2014,6.2,42.0,"225,758"
1042,RoboCop,2014,6.2,52.0,"224,886"
1043,The Babadook,2014,6.8,86.0,"215,920"
1044,Chef,2014,7.3,68.0,"211,395"
1045,Teenage Mutant Ninja Turtles,2014,5.8,31.0,"208,576"
1046,Relatos salvajes,2014,8.1,77.0,"192,836"
1047,Dracula Untold,2014,6.2,40.0,"191,718"
1048,Taken 3,2014,6.0,26.0,"189,665"
1049,The Judge,2014,7.4,48.0,"188,764"
1050,A Million Ways to Die in the West,2014,6.1,44.0,"186,984"
1051,The Expendables 3,2014,6.1,35.0,"179,444"
1053,What We Do in the Shadows,2014,7.7,76.0,"176,752"
1054,Horrible Bosses 2,2014,6.3,40.0,"169,291"
1055,Need for Speed,2014,6.4,39.0,"168,999"
1056,Exodus: Gods and Kings,2014,6.0,52.0,"166,766"
1057,Unbroken,2014,7.2,59.0,"163,712"
1058,Sin City: A Dame to Kill For,2014,6.5,46.0,"159,927"
1059,Annabelle,2014,5.4,37.0,"154,903"
1060,Hercules,2014,6.0,47.0,"154,102"
1061,The Drop,2014,7.0,69.0,"150,473"
1062,The Purge: Anarchy,2014,6.4,50.0,"149,570"
1063,Foxcatcher,2014,7.0,81.0,"141,192"
1064,Into the Woods,2014,5.9,69.0,"139,326"
1065,The Other Woman,2014,6.0,39.0,"138,377"
1066,"Love, Rosie",2014,7.2,44.0,"136,210"
1067,Dumb and Dumber To,2014,5.6,36.0,"135,711"
1068,Still Alice,2014,7.5,72.0,"133,034"
1069,Let's Be Cops,2014,6.4,30.0,"132,805"
1070,The Monuments Men,2014,6.1,52.0,"130,630"
1071,Jack Ryan: Shadow Recruit,2014,6.2,57.0,"130,149"
1072,Blended,2014,6.5,31.0,"129,550"
1073,Wild,2014,7.1,74.0,"127,636"
1074,I Origins,2014,7.3,57.0,"123,498"
1075,If I Stay,2014,6.7,46.0,"121,681"
1076,Serbuan maut 2: Berandal,2014,7.9,71.0,"121,322"
1077,A Walk Among the Tombstones,2014,6.5,57.0,"119,944"
1078,Night at the Museum: Secret of the Tomb,2014,6.2,47.0,"118,740"
1079,The Giver,2014,6.4,47.0,"117,691"
1080,Ride Along,2014,6.1,41.0,"112,033"
1081,Sex Tape,2014,5.1,36.0,"111,773"
1082,Paddington,2014,7.3,77.0,"110,765"
1083,Pompeii,2014,5.5,39.0,"110,510"
1084,Inherent Vice,2014,6.6,81.0,"102,744"
1085,That Awkward Moment,2014,6.1,36.0,"102,099"
1086,St. Vincent,2014,7.3,64.0,"101,954"
1087,The Guest,2014,6.7,76.0,"98,878"
1088,3 Days to Kill,2014,6.2,40.0,"92,620"
1089,Big Eyes,2014,7.0,62.0,"91,428"
1090,Selma,2014,7.5,80.0,"90,841"
1091,"As Above, So Below",2014,6.2,38.0,"89,514"
1092,Penguins of Madagascar,2014,6.7,53.0,"88,267"
1093,Rio 2,2014,6.3,49.0,"88,158"
1094,The Hundred-Foot Journey,2014,7.3,55.0,"81,813"
1095,"I, Frankenstein",2014,5.1,30.0,"80,623"
1096,This Is Where I Leave You,2014,6.6,44.0,"79,057"
1097,Frank,2014,6.9,75.0,"78,287"
1098,Before I Go to Sleep,2014,6.3,41.0,"77,783"
1099,Seventh Son,2014,5.5,30.0,"76,022"
1100,Deliver Us from Evil,2014,6.2,40.0,"75,901"
1101,A Most Wanted Man,2014,6.8,73.0,"75,829"
1102,The Water Diviner,2014,7.0,50.0,"74,699"
1103,Unfriended,2014,5.6,59.0,"74,323"
1104,A Most Violent Year,2014,7.0,79.0,"71,240"
1105,The Best of Me,2014,6.7,29.0,"70,913"
1106,The Book of Life,2014,7.2,67.0,"69,939"
1107,The Gambler,2014,6.0,55.0,"69,773"
1108,Two Night Stand,2014,6.3,45.0,"69,160"
1109,Mr. Peabody & Sherman,2014,6.8,59.0,"68,521"
1110,Into the Storm,2014,5.8,44.0,"67,800"
1111,Magic in the Moonlight,2014,6.5,54.0,"67,358"
1112,The November Man,2014,6.3,38.0,"67,339"
1113,The Signal,2014,6.1,54.0,"65,533"
1114,Sabotage,2014,5.7,41.0,"63,107"
1115,Draft Day,2014,6.8,54.0,"59,220"
1117,Calvary,2014,7.4,77.0,"58,731"
1118,The Voices,2014,6.3,58.0,"57,225"
1119,The Boxtrolls,2014,6.8,61.0,"57,169"
1120,Before We Go,2014,6.8,31.0,"57,161"
1121,Song of the Sea,2014,8.1,85.0,"57,138"
1122,Autómata,2014,6.0,37.0,"56,573"
1123,Eliza Graves,2014,6.8,52.0,"55,799"
1124,Mommy,2014,8.0,74.0,"55,730"
1125,The Loft,2014,6.3,24.0,"55,687"
1126,The Cobbler,2014,5.8,23.0,"55,579"
1128,Pride,2014,7.8,79.0,"55,540"
1129,'71,2014,7.2,83.0,"55,499"
1130,Winter's Tale,2014,6.2,31.0,"54,391"
1131,The Legend of Hercules,2014,4.2,22.0,"54,305"
1133,Walk of Shame,2014,6.0,25.0,"54,149"
1134,Vampire Academy,2014,5.5,31.0,"54,116"
1135,Turist,2014,7.2,87.0,"53,663"
1136,Leviafan,2014,7.6,92.0,"52,813"
1137,Veronica Mars,2014,6.7,62.0,"52,253"
1138,Ouija,2014,4.5,38.0,"52,038"
1139,Creep,2014,6.3,74.0,"51,811"
1140,Tusk,2014,5.3,55.0,"51,465"
1141,Tammy,2014,4.9,39.0,"51,300"
1142,Kis Uykusu,2014,8.1,88.0,"50,937"
1143,"Ich seh, Ich seh",2014,6.7,81.0,"50,627"
1144,While We're Young,2014,6.3,77.0,"49,923"
1145,Hector and the Search for Happiness,2014,6.9,29.0,"47,818"
1146,"Deux jours, une nuit",2014,7.3,89.0,"47,816"
1147,The Rover,2014,6.4,64.0,"47,573"
